Rank,ID,Name,Mint,Image,Total Yield
4641,8011,Quantum Trader #8011,2L5YQrTfBvx9AJU7bm5AiUp2Pxu8FyZ543i64pqKkdTi,https://arweave.net/kBIVIUtnUgQRJU_BLpR8-wRZSglv5xDba5gBGTrv2vM,15207.6045
4642,7771,SolStein #7771,74q4rCaWdy7mSnosNtWZ2oteeA9qKBqqQLZr89cQ58aa,https://www.arweave.net/3YkVGkfgGpFQfwLkNR27VzPd6_o1AqMdj3IAfYkwjDE?ext=png,15206.7229
4643,5589,Quantum Trader #5589,3zi8iccBXYFXHpQcJwrWWuqpb5uRNQWHH8ZoCx8Y5MYi,https://arweave.net/31XcVCl00iUK3MWfO7I_DHDGuWaOZ2zxAy65B6l7PKg,15205.8414
4644,2049,Quantum Trader #2049,9GRoakw84rZbSFHtHWrfbDRE1MDD4ZND1a6mdegtPLq8,https://arweave.net/sUrmb2geiJkmNDKK9ISC2yhiCcAmcDEB4GSRzzEGpGE,15204.9599
4645,2760,SolStein #2760,7k4dPtjC7TjJMYFtgmJ3dNysKTxWWvVffsXXRpN1Mitv,https://www.arweave.net/108nz3h81SoMBHoakAwyGXCqed3yTeDo5eoDO0a0PzY?ext=png,15204.0783
4646,356,Quantum Trader #356,AjnWyKXXz4FGeWmEGXWbRDWhMLn5NxztCLhCPMCz589R,https://arweave.net/HvvrE8U_dvdR444iCO1frHGHsClaZ_FK7dK8NV82DU0,15203.1968
4647,2404,Quantum Trader #2404,CLQFHPRzmNpx1MnEsJfjyXj71DgWj9sGh9mnbUzXbhws,https://arweave.net/8eBmLfOW-dcWjTPBAnTUWqHWBHHp-0wpGKZmBiG6JKE,15202.3153
4648,8381,SolStein #8381,AWVuYmnz2hwR5AFhHrSnWCg2jWDckofjpBa8jEtHVd9A,https://www.arweave.net/Zopl4njCfqHL0zv6Kgf7QZSL6PBh_dQ6V7hKyWAcIOc?ext=png,15201.4337
4649,3339,Quantum Trader #3339,CoGBjUdSzwVTAHYbKysRhcZNSXygjzxHFL8Y286HVd3E,https://arweave.net/GRosQ1JPG6bgSh8Yec1DRACN50QvxGHSIAJkBY26RfI,15200.5522
4650,2938,Quantum Trader #2938,Gitv7d5Fjz2xDP4dzKrJctM9SbGZx9hNxGhAUoWs7Y32,https://arweave.net/r1HWzVooiyMMgY_bhp8uf6rMjxWOVX7Yld57lLF_2bc,15199.6707
4651,5048,SolStein #5048,AXWXaSBtYd4TrdNJV3dHPNVaprRY8iBhgiccqWgspBXg,https://www.arweave.net/KVgTLtxlRwgQo3aK5k3YVD19DCmLxeANJrzArEfUWD8?ext=png,15198.7891
4652,6146,Quantum Trader #6146,22HSQv8e94Rs9RJG3oGJGY9d7274vVYyWcFJkwxBnnsU,https://arweave.net/O2OYc50TZAKnodWP7OmC69NwhzcNzBKmgnymeRFHaUw,15197.9076
4653,5384,Quantum Trader #5384,3sMAx84E7p6TaVm44B4aJLWh9h6yf84ac2Vd2QV6qxPJ,https://arweave.net/yz5XYUartYhT1vQU2oTgyC-C03Qmj59IOVwlGKI6QAI,15197.026
4654,6183,SolStein #6183,BUfKM5dgu4mUxULZ4z9dhBRQL8r5tA9yahQX5PA56Rwv,https://www.arweave.net/WKcAKJgMihCPtmJOKO5yHqe9mOygaDW4AZpUXNXo5hU?ext=png,15196.1445
4655,8384,Quantum Trader #8384,5iF7gZzkEcWRevMmL2ThQ1PSrm85Hdb2Y6hQTSFjNajB,https://arweave.net/AQ5hREQyjkWEVGoe5NIvBGykvEekp_E5ydPcuhj-Ipk,15195.263
4656,8345,Quantum Trader #8345,61TaPDPRDJpo1AYKjUwHf9tM9zXsWvcYSgher8Uh9kNS,https://arweave.net/WOi-JkTgkrT71bPnxRTW9YOnmzqiVXaTNmGmIy8L6P0,15194.3814
4657,8272,SolStein #8272,BiBfbmNty49VB2RSRGgSkrscHVmJjTRZfHWDec7Jf9fn,https://www.arweave.net/-nrI6LlhMzn3LTKHTlmiJ-urCEcE7cUaarrwteimHDU?ext=png,15193.4999
4658,709,Quantum Trader #709,6bKxht7e6ReTVQHryotw1i3j6R3WBrfS821eqSiYn1Kk,https://arweave.net/JHF_p7eWNQVUK77q1aZpFRVWIOp9sx80LUEfhGrciCs,15192.6184
4659,80,Quantum Trader #80,7jQy15J4o71W59JhLfpjvi4gLwTdEtmEUMTjq1Lea7fp,https://arweave.net/mzOLf26K6pD9q5qyOyEPYoZF6mv0e3b4CB9C9LEFrgo,15191.7368
4660,6073,SolStein #6073,BtbFxA9ECVzSR6fgeZM3Ds5YjV9Usaja8UaxdEPhjTcM,https://www.arweave.net/xslqoSoPuepFfUaYMTcX6kxg8FQfdVu4qyV5qH46pH0?ext=png,15190.8553
4661,7266,Quantum Trader #7266,9eRrV82prkFRX2nrGBctJzADy3c6TwUKzz9mVpF6w64o,https://arweave.net/7wUj7OgzYrQmWm1EdJAjQU9hdXc-1wwbHp5NqUo5Gro,15189.9738
4662,4758,Quantum Trader #4758,CaKw66d2hAY5rqpjiPbdZtJhq9dbcmox1FP4SmfKHrJL,https://arweave.net/Vfar4VOk-tUBL3WpsI-kCbS4ZHCLobX_dgz-qBYcx_M,15189.0922
4663,3650,SolStein #3650,BxgTNcvwVxegunihcvScPgmUKbD9mm78yrXbcLAFGGZk,https://www.arweave.net/7FUnPU1JgPbIIa3_ApDnMrfWctqxBx1_29qb5hemXig?ext=png,15188.2107
4664,3566,Quantum Trader #3566,D4jCyahhJUGVXjsM75U3aPYk7KwTZ2BB22bL1HpFe53Q,https://arweave.net/mlKhGq4kUcCykORQGSeRTW9pYvkWFN6uiBE60mrOCQ8,15187.3292
4665,4051,Quantum Trader #4051,DVrwgRj2GuvUCTZTJing68y145eKSD2jhJW53uFPdf4Z,https://arweave.net/e2Bkfpknq0WJKXy08XSJKYyeFEwQXjWLdUOx458pDh4,15186.4476
4666,1290,SolStein #1290,DzZNevsEJ2NGwLjVwULFLLfJc8qonig8sdzirr56KXJG,https://www.arweave.net/TtJvLFVJZU8OfHXxOyyKn9dQMTYiNc9zF4dDyc0XBig?ext=png,15185.5661
4667,4724,Quantum Trader #4724,DWmgvDunzW29Yfb21gHRxS5ff26vjNuNhPmyMQzQg5h1,https://arweave.net/rJW2mAWium_ZmN4Ztd1PWce0Xwrn3wmoDm2LbzkRlrs,15184.6846
4668,1631,Quantum Trader #1631,12J16SEknMFEUjo975EPzh2pMb8ooiWVEDTXDoqPyod9,https://arweave.net/VOpg5YbM7Fsg5NwhpOGS3iygj62QitkGTaK1d-gwh1U,15183.803
4669,4218,SolStein #4218,EZZdgQ1CP1Y1HcfKCTq1q6aZxHNpRuKo5uFKXHg5mg6q,https://www.arweave.net/C_pQqsmKAIRAdET2rcpTSGdbw8C9RhJBXdXP3v5bB2w?ext=png,15182.9215
4670,4755,Quantum Trader #4755,2HM8dAt86DddscChZjXkfJTzvgETrNTJuNhP6qLKA63s,https://arweave.net/sSahmmpd_FWXWxvO7iwDNh_cb-Vk4Gefvl2ZGQ4VFqU,15182.0399
4671,7800,Quantum Trader #7800,2ZeH72gC16TKnkjQHw6XkuPyinwUKd3mk6Bq9YZnW1Yn,https://arweave.net/w3dJKxa51Af5LytEcZttibp-sq6Cvy26cHRb5P2lXME,15181.1584
4672,6859,SolStein #6859,GaxszkbSdK8beTYPCVwYQ5urVpAbnGBMws9C8drp9d1h,https://www.arweave.net/BIoyJlPjw6WZToL-DKlJxBd8wV29c-KKQ2f9Ki_ghKE?ext=png,15180.2769
4673,4475,Quantum Trader #4475,2jbVqsDm7qgpC4yrpgAEUbnzAoQmg1Y6CjYftH253W5B,https://arweave.net/PW-ZXB_2m_LoKBlFEJ5uEbf94-0KOx-2h56JxTEzygk,15179.3953
4674,6292,Quantum Trader #6292,5n1BVCNM8xGuLRq9ecbkhztr1us3x5qsh4pRp1J6ubNo,https://arweave.net/PfzA87wpjKw0c3cP5hugD9y9nuUc9MZFWzZRkszcOqY,15178.5138
4675,8918,SolStein #8918,GnT2C9CetZkk4jGxmmN821aBansmM2eFVLfoh7VdeQwA,https://www.arweave.net/2kjBJkxi7buUkeAnRd8UVKC8v7OhabDufRKVnIsKOh0?ext=png,15177.6323
4676,1406,Quantum Trader #1406,6jprG1PgicvR4WB3baQSyRuxQNPLW8yu9HsvsjjGjtY,https://arweave.net/44jQ6eRlWO231VkgHkkDcpBSzHM2KkHL1yFe8Ij-Qro,15176.7507
4677,5585,Quantum Trader #5585,7SSH4Spu1cDpDSewXGJ88WgLD2J9vv7yiGwzCibA6h3N,https://arweave.net/r0byC3BgLN_fLkS0He2qU9PgPaqH6NbKjNUvV5v2acw,15175.8692
4678,6318,SolStein #6318,J7Wkk9WRm6aBoxJ733vY6cny3EiUwbbgcDZ3i484xAEF,https://www.arweave.net/bnVdP_0NVQhhDZHUP6QgxsXfcKNtu5JlTzgjRiwq48o?ext=png,15174.9877
4679,8886,Quantum Trader #8886,7kd1fcgcqJ9t13XJprFtPq9nbAn6BeKicr6gAXnkc1hV,https://arweave.net/KgTnu4Uul59ArQCei8ac-WneUpomK6AIzqOzePjtKHE,15174.1061
4680,7161,Quantum Trader #7161,AFtqxXc7paNCu7rcnMg1HDFxMdgpt8miPXzefYXtdBG1,https://arweave.net/YsdAo0FtQ5j7F6hTCEA6f_kRrzeLaojRyBc67gd0ZUY,15173.2246
4681,5992,SolStein #5992,tELMqj5oqCUCWbrGitNE71yLHEshLvNFj6u9z58kBCa,https://www.arweave.net/MRJAjhnpITOAKR4Wgd08ObMzcNxHFNCbxpFhsdkcsJU?ext=png,15172.3431
4682,2219,Quantum Trader #2219,BBtsHC4RYHKWfx9sfsFdWGnhZjk1c1fWoKmUP3oCFQGx,https://arweave.net/Nko7ahuy6n1KJKPV4b4LVIwKEZB5on3j7DK6hcc4cPI,15171.4615
4683,7859,Quantum Trader #7859,GzL3UDzFQNyDuFFvPqzChXPRXe6mvDTkxfdcHQWai9kd,https://arweave.net/aU_pO9jnzRb5hLtj5A3H0X9hwIxbFrlKWMJB79dFVbE,15170.58
4684,1786,SolStein #1786,3DeDZmh2z3JLwBP4vmGY47QiyjfgRaFoMRTqyUkvXktG,https://www.arweave.net/e41SIJABizPWvI0qDd8nOE75Q0qFDWlz8EOLOcNyCB8?ext=png,15169.6984
4685,8561,Quantum Trader #8561,2QvWEy2r9aLTHur92MDtECN4zkg7xzhh4fTX8s4WtGv3,https://arweave.net/B04Mgcdoln5T80Yk8ahIMBN5xgveuLUWh4YNPtK7yz4,15168.8169
4686,7086,Quantum Trader #7086,73q19D9NTtNGc4WEheYvjhw3qD5FT7jnykzbLa9pu3eM,https://arweave.net/_MXXHVy729zp4GqRjCfzq8nWt-LDJCTULYFgr36_CK8,15167.9354
4687,1529,SolStein #1529,3qCv7Em5GiBwuqHKapw8GSSEJso3TcABXs1b9yroWdQs,https://www.arweave.net/U8TWVKjBFm0rWST0MDyAutCBIqJTeNf2VEApEV2Czl4?ext=png,15167.0538
4688,5220,Quantum Trader #5220,7n6RbCmoie2yVapvsCKyfeHTQiuGWeaV4hef3tgrXLMw,https://arweave.net/9d_XcvV0g8oAsDCGs297PsdAPhU_xJead6R8NDBH40g,15166.1723
4689,6128,Quantum Trader #6128,AkzDsrdyBnaXXVD2PpBSGmtFoRr4UcRuwZLPyC3vLHNT,https://arweave.net/xJ8OqmsjiqN4rKnHKdm2jDLmfEhcR0KgDtFVoJLe29E,15165.2908
4690,5436,SolStein #5436,4qxq5rxMfwax9Qjn81YTw2jbPrTNZLzAtCrtveGhCP7Y,https://www.arweave.net/aJuPSK_tetwz6Vz8B24S6B4RSlPnr8T193DnUm6abGk?ext=png,15164.4092
4691,2043,Quantum Trader #2043,FASiggc3eWYRruXLwj6iVdnLSVNpjP72PkHdo9avxhiX,https://arweave.net/MRX438LGA19p_rxd-Ymervy6DLfwQSudqRPDr8nAiSE,15163.5277
4692,5932,Quantum Trader #5932,Fbn1ygQrgBVKBUMjogHAjvTvbbetS3VW9uD8rwMjju57,https://arweave.net/WecimbyclkMEWsl03ANCYn9F2Z1uQPPBFhq-wpKjMq4,15162.6462
4693,8906,SolStein #8906,7eV5UBoHBpY1CSmC3hNBgt7ZsKQeqQE5pvri4yKgBDKc,https://www.arweave.net/egFNTAp7Q7h125WZ-V7CKT6NSsK3GGelX7SJfDYmGU0?ext=png,15161.7646
4694,3540,Quantum Trader #3540,2DbaFukc8RVGVyW6FBxTzeEs4MrNAS4R4nkHHnMBGUbu,https://arweave.net/tn8jvhlD7XGvlzAFINEBXz5K8JO38iCfC4Qt3fnmzZg,15160.8831
4695,3393,Quantum Trader #3393,3PjeFJS1SCvF873Zmj7CEzWtB6s5FPzZqDjRCc5v8fi9,https://arweave.net/Ec448ZEPrdbYWQThlJ9Wr7Ulf_2UCYEGa6NzkNKGQSg,15160.0016
4696,7354,SolStein #7354,7shKitCu1WJ4UombQe35VQjvTAtpj9c2K2daZZos5dSB,https://www.arweave.net/DXXGKqwsmamRuSEa4Ooqf7K7IRjU2gja79kN9VeH3T8?ext=png,15159.12
4697,2501,Quantum Trader #2501,5SFpr56wg282WT39SqY8RhwBo141tgTUGpyhzcPB4qSy,https://arweave.net/KwTATUbCBw-6S5RmjWW59k6ajWrgusFlIg1uVgTMPtI,15158.2385
4698,5899,Quantum Trader #5899,6zyDaVrG85jYpv8joSrzhNAFp4iGQcmuoh8nirZvMBmp,https://arweave.net/i_o8y_If30ofSV7vy5g6wW2krKrdRwelA4fPWguEj2c,15157.3569
4699,870,SolStein #870,9cRfqvD7M767EPe7yP5S9k58oP6YbVvnYXj9E3rZWbE3,https://www.arweave.net/UJ1pHHApTyISs803fXVCNuCOKZzibKmPxGm74_8HqaM?ext=png,15156.4754
4700,6313,Quantum Trader #6313,ABJcYjzACv5tPBxkKwohATHwwm7QiE53kkkiV63JZjGb,https://arweave.net/P2XoPAC5qwDCrHLO-95gy-sHJlI3CLRpX7WIy7EjL5s,15155.5939
4701,6823,Quantum Trader #6823,BEpMfGWRhEf36p56BhnJzMGVYV3wWc56u38GGF86HJxr,https://arweave.net/3Bz1dPlFtSwzl-dBehf4itALIzhwjPvSEd-vJ0irUc4,15154.7123
4702,2058,SolStein #2058,AHKvDKUR6MfBacYNMFRdLRHCB93RF19V2PCoYwaR8YKx,https://www.arweave.net/f4szJJb6QB-pfWbJ4IQyS-10wuSJo0e3DcW1dYvcz0Q?ext=png,15153.8308
4703,2357,Quantum Trader #2357,BK2YGGtZQazrjhnro1VDZtw26DAMKuWtwxLhgdbxmgBJ,https://arweave.net/n4kOBvEKRorhThPwvBVsFcHVtrRpRgcSyv7VnY_SrBU,15152.9493
4704,3732,Quantum Trader #3732,3PwdD6BViT9Fi65qZgoHpFq8nhdPFdJazXh3nLtZjP8e,https://arweave.net/UqmiTkTN4_mPLfgL6r3AnXEAEGp-TljzKp3a08I5AtE,15152.0677
4705,942,SolStein #942,APhpEqTEyYYvuDXwcwh4qF7onQP722t7SHLMeYf4vcji,https://www.arweave.net/yMoGbkcy1ziePvm0SjjjMsoeKuw_L_rHWJ8AvQF30Os?ext=png,15151.1862
4706,6669,Quantum Trader #6669,3QVxr8obVVDxwhW4m2WKfSQARbNAHRc2GW3ooe1HD9eb,https://arweave.net/MTavOZV5pJ4qgIZDGvOh3foFDTghUIbrxgF4l9yGjYc,15150.3047
4707,1860,Quantum Trader #1860,9ih5iAa8dGM3stBTQUFyhF1FRZU134cC6sETsXxTVky1,https://arweave.net/LL49UHsetxJ_qajcNqaAcXqk6r7tEAIddL0DjlxZ8-U,15149.4231
4708,2301,SolStein #2301,AXBVGi7picVs7B9CED3aR2RmS75CojP6p4412SJakm1Z,https://www.arweave.net/zN9-o1bUzlmnxfrgG2RucIY9ZhZt5xvV3hpX1y8Myd0?ext=png,15148.5416
4709,7338,Quantum Trader #7338,Cc93YoKad8BEsbyMcRVbmPEyhGiAFBQJHRTR4Lva9ucB,https://arweave.net/-nhdc-rh6b3RCwzyJ40KVw2Cn-3XuwdytYGq84Yj0mY,15147.6601
4710,5185,Quantum Trader #5185,E3rJQztZGBLrXsH5NeXXX16KRccXesjHFRis4awceDqF,https://arweave.net/0CvSP1yr_jrDdW91JaoMe2OQmTxFneBOnaP90lOQcm4,15146.7785
4711,6184,SolStein #6184,Co4QnEqcUkwXN9hnboDHCiMjE6ZUJASNM4FkD4kYygGu,https://www.arweave.net/H5PnYizBoEbnSRhnEY6p9NoBspAGcqJISZivtNvDRzs?ext=png,15145.897
4712,4249,Quantum Trader #4249,FHWnLendCVBpWbPaSxMFF93naFvcq1atTvzMsHUQAEjr,https://arweave.net/GbuDTVuFAYDb_Y3nq49SCEZfrhOqUIOzsSKgO0YYDSI,15145.0154
4713,7307,Quantum Trader #7307,FHzC2kFsrAm8Q5j6CY9sG7yWf3h6NumYr8eEx4M2BY7k,https://arweave.net/gy_ILoylZFhQ-a_FKp7vmwGATShm25xq6HxijzEJ2Fg,15144.1339
4714,482,SolStein #482,ENtnug4shDLqKLyKSZfXbpGBKrXm1aH7Rwd74eKcEv6q,https://www.arweave.net/18fzkH7TNkBNful0VvHBJd5zniOu-OoaKBHzKXAsJyM?ext=png,15143.2524
4715,4998,Quantum Trader #4998,FT7fcFBzFvQ4PHwAd9Y2KHnazVHJeKFSdUST6PJnKpTg,https://arweave.net/4doK1ISF-NewGWBpfCAM4QaWJrPhvvHdnNEhhTM6FkA,15142.3708
4716,4912,Quantum Trader #4912,Ga2euL7Fuq3thasYshnE4tTvAfUnTadYgpJep1AZwQU8,https://arweave.net/Du9Ug7n6--OlHA769liGtTQiQAAKwAAC5bpjfBi1p2w,15141.4893
4717,1077,SolStein #1077,EmEyb6rMRDLxxZbnd2khFmUA1849qeefgAed7Uhy4iuo,https://www.arweave.net/0q2631eAsnVXJ5Lk6rOxeRQmJQbwV5t5Rb54UsAONHk?ext=png,15140.6078
4718,2827,Quantum Trader #2827,22FeA72RQmA84gt5Teipi9KzdGZUxs8V7SWWgdBVWr8P,https://arweave.net/GKYrRjmVNMT69BEjqxTNLAG0x-31cwraslpqtjqL2Jw,15139.7262
4719,4948,Quantum Trader #4948,2DWsH5hqK5b7Zx9vPRWWqvMrUzAMFYaqFiz5DZRgAWTY,https://arweave.net/1dsRjJ-VNu4dMxBPYYNF44ydMxHkjS-1Nx1RjJWFQLU,15138.8447
4720,476,SolStein #476,Hq3bmF3Y1yaQJ6H9yGGEH22NW5DZvWFnaoShzTom6WcL,https://www.arweave.net/ZKqjIPNYHYxqUUqFAyaNPSE51ZBcXAXVIOTkK54tP_8?ext=png,15137.9632
4721,8143,Quantum Trader #8143,2FWb6ABNmuhZWt3SyTXpPx7Fm8f3da4stEyCa2TmCU2K,https://arweave.net/H0K108UZDTHyzXWG1m_KTYJjXPULx-pZ3rpLMAspKoo,15137.0816
4722,2901,Quantum Trader #2901,89n4GQaAGZHQqqCRpZxZkF95uCsmvwCw3Be9QVoQPzPj,https://arweave.net/SbmsskiLPzgsQ1aauAd7TZq5QpzHPyj9-DjiR48nOUY,15136.2001
4723,7555,SolStein #7555,3GYQCA7sYPH4jhQMbAnoaPRCzRfc8meVKn8ee1uk5aSB,https://www.arweave.net/xUczWhee8QoqvDDR7eundgz9loBbfdnpW31t0BBILZ4?ext=png,15135.3186
4724,163,Quantum Trader #163,8r267ob8osm75Y4A3qL7N42QutYaeLgWMwLMYshDPdmd,https://arweave.net/QTKtPwowzUA8eYeSdvgxgUJeStejBl4xdJd4YFvp9wA,15134.437
4725,1388,Quantum Trader #1388,BeC7UfpX1i7gPxtPeytaPZ4DzxPv1YR8fKNLxCVz3Kkg,https://arweave.net/IcFwRaLQ4evwHpm1pGjbXSCvtEEL0uQDDGSf30KLViE,15133.5555
4726,3134,SolStein #3134,4t6kqdC9d57oAXH6U82A9gb5BNoZzXMMdnXKpyRYN4Gs,https://www.arweave.net/Gyf5gfjW66a8oLZ1g-e_vvEjmlLNpYOdbOesfSX9KX4?ext=png,15132.6739
4727,3127,Quantum Trader #3127,BguwCU4fu4nMJ28PEuxfFKZFo7Dyg2p5eh32A7j835rD,https://arweave.net/LF9P1J0fm-JCivZ0GrLYiAVLsVrReiHVScKe9ynZ74Q,15131.7924
4728,5262,Quantum Trader #5262,EqR6FCVf1nk6BFRYmSJubBx5WDP32RpWa8Km5t2qpt3T,https://arweave.net/I0h0u6hfcnS313j9Y5_DGNDt0idhPxqTkSGkko4qjQo,15130.9109
4729,602,SolStein #602,6JfGrPocg6aMaDkXKwv41sbMESeVPoV9Q4V69a9fRNeG,https://www.arweave.net/75f0FnXv19cLIRIpBDGkSfFlBPytrERJkPqK0G1EGOI?ext=png,15130.0293
4730,278,Quantum Trader #278,4J7pKwzGsubS8qYzxyWjb6Q7qPHCHtu1hRdNfpKECQie,https://arweave.net/XFqgu2Qm2Ft8htTFWUBConztbaqFivV2LwJ50gaC6AE,15129.1478
4731,8738,Quantum Trader #8738,5P4AFAnq95UE55JBejF3eHq9JHmrV7ALDpLkCUPtmQBf,https://arweave.net/dX60Nb5yYefa5EjcD1La4TARZxN4BukoSL4gRZMHnIU,15128.2663
4732,6332,SolStein #6332,6aBDs778GyjL9en91XMoYM5soGHTRKWZaibh69AHAr7G,https://www.arweave.net/lhS7dusVQ_Y4jiUY53GgfOIfB2sJDX77ntNwhcgsZK4?ext=png,15127.3847
4733,1735,Quantum Trader #1735,7aujvfwY1FQR581RBvDrKspb6zwYbT41ecLpG5Xs38M8,https://arweave.net/xgD-tf5RcrqWwyqmA_j88veRTLohBmNI-Ss2VGo_xkE,15126.5032
4734,6850,Quantum Trader #6850,8JTpSVBoLBF4YCvuQ9QvhodREAkQHRnv4pbJQhjGamWa,https://arweave.net/_CulYNfa1tZ9WPz3iOtHkDWN2I-2BJFhTl4CtS_01Bk,15125.6217
4735,8492,SolStein #8492,6tUqw8hBNHeHUmfyGDmj5ifqTQUnciRweusSt5v7NxKP,https://www.arweave.net/6u0Z2aQfiWW5ktsz_kj3t4I7oRcgZiRdd4a8snk9Kkw?ext=png,15124.7401
4736,6631,Quantum Trader #6631,9ofeEVd1Bpmu1e3fxiueaqXtJRj95GbxGnzR95nT9qLc,https://arweave.net/Bv5eBJNtB0tRNf1gNsjk_w7qscGnYNTfyy5DSBZUyes,15123.8586
4737,3216,Quantum Trader #3216,DFxHJrUzNFxGFdhvw6PtiBEHH8WifioCWS4iCDiGEaEH,https://arweave.net/aoDrqPHFTEuCv1Y0eGi0ABrc4ZWIdhjbK_GeqkS1nt8,15122.9771
4738,6956,SolStein #6956,74tLuadVnsPt9MbDY3BPhAEQEZ1w7WGeYUHtckbisv3D,https://www.arweave.net/GLElkjoYEvszTyUeweOq4eXMYxQWFDu4w7HioCqRsAw?ext=png,15122.0955
4739,7057,Quantum Trader #7057,FhUZj8qoiqFAk3mR7REho37QYgFQbdzNUAN6aRUR1Tei,https://arweave.net/_ir5CJD0c2IGqy2XCqDS7sWeH2d3WjFfkEFX0-21TPU,15121.214
4740,1644,Quantum Trader #1644,FkeJRvzYNtfEMzeKbH6um4iRb4pVdpbbWQm6BEkkDrKm,https://arweave.net/ypET82Pqg1YqvaVzy34P8y9lCxxd6Kyh15tHcUVgwP4,15120.3324
4741,5922,SolStein #5922,85cwprAR3Df1RBmRu3eQi8hxC4cJG3VwbWjHjaZLDzYw,https://www.arweave.net/glt5tH1Ds04jTOw_0ct11L8gqfjdIk57voSLF3vjljE?ext=png,15119.4509
4742,1140,Quantum Trader #1140,2WTwrgSU9g8nUsmzU6MgSDHkXXGVSwgZP4MePFXQu4oM,https://arweave.net/paRLczP-8-U9oBGt1mZt9edPLLf5evOj-46bUU8h3nE,15118.5694
4743,3726,Quantum Trader #3726,662zu9GK9BoXGsfNngzcpzMwhkrVB7tNCxWwsXSmTWiW,https://arweave.net/OwIzfq0MrGu_qJILwr4BLTtYprwxs2U65gA8gARM4Yg,15117.6878
4744,7694,SolStein #7694,8bgZiiswvVYRANYM8aFNMHFTv3mew1diTQ2SkSbshCmw,https://www.arweave.net/YO-nr0Y8HcnyvgPFDM1jPOXuYKIQwMQA1WyXJby4n3w?ext=png,15116.8063
4745,594,Quantum Trader #594,6SxBwhBfDBddNnRbTAsiAaXSUCZN4tY5WqASfcpYWKEr,https://arweave.net/jwYlVPGJebfvGR-VnwQjfMQFv-pxtDChlhzgon2O_Qc,15115.9248
4746,4014,Quantum Trader #4014,7K7QaNAM6WEsj8AcBwKeV1JhwbHCvMJFz89QPS5dTEcc,https://arweave.net/ZQuLDAU0jtwLMa2cK4c8-w3lrh7kIvm20OjFDDI5IkU,15115.0432
4747,394,SolStein #394,AbqGJWbB9oiU3i6spfM1ydnV2TjWhRvpx22fUCpL6J3e,https://www.arweave.net/tkR_dfR4FLi_s7Z2iqW7N1ZfXx6mYLipx-ZGLEO9rD4?ext=png,15114.1617
4748,909,Quantum Trader #909,7mmjj5LAYB6r5CEd2LFhfC1G3R1TNkVL5cZm96i2jgNB,https://arweave.net/G0Sp6ljLq8eLvhHMhIyfzbewzrLPfrjpS5GRbxw_R0s,15113.2802
4749,5450,Quantum Trader #5450,BZ6BcN8noXFL1X4SQ9kgeMgN2SqDRxsrtnG1zzgxpWy8,https://arweave.net/yRpL5VUyYAt1GwVidJwBmsH9L1IeEsOeN6EhScBk7yM,15112.3986
4750,6839,SolStein #6839,B9USsMwkoYLesEzho3mMJeuf2xxqJ9Mj9sZrfAQP7QED,https://www.arweave.net/8dg8PnbPqfQWzhmTec3hskMwBp4gb_IqdtfxuqTONE4?ext=png,15111.5171
4751,7159,Quantum Trader #7159,CTrcYsSiUCf73Z1THkcz1MyghJtqEWgvhGNCp8ry4nsA,https://arweave.net/OhQ5AnE6FkSSIpchw68Kt8DmLhlO82m3hJkgNLnKUc8,15110.6356
4752,2296,Quantum Trader #2296,CnYbsowGarnbJX8P1iauSuqgbUuVonbJ7U5mzxCfNftn,https://arweave.net/OkEpJ0_psWbovv2oUdCFhyGuckmGkpdN_5Kanpm9IEE,15109.754
4753,987,SolStein #987,BYqY9NWNf7ofE1J12cxcZwkTt7T5eb7zJy1kGHVJEWmE,https://www.arweave.net/ZY9Msidp_1qsOgiMHqgIoRpEafmmsBDjbsdidUf1QMg?ext=png,15108.8725
4754,5791,Quantum Trader #5791,CtHYmWdxxSmvaDDrWAknfJFwDiJGsMZCmSV8Rpm1F8Wz,https://arweave.net/JuNlSG-oaEBCCCb01MDGpFL86evtKIQaaUQV_3AWkOM,15107.991
4755,3202,Quantum Trader #3202,CvrQBkXdmZ7AnBY2hjYX791rXB6mDKqgUHRawLQrJpMb,https://arweave.net/0q44pioyLZlTiiHIkf98jsn5xvZuWwfDUV_i28FLGiw,15107.1094
4756,3372,SolStein #3372,DH5Ly9GQnfoax8LVXaAaoHVtihqitKZcTBoq7Z5RYp4K,https://www.arweave.net/_12rQMNo7mNa_vvbRtkdhJnD60wXs55YMVHvK1Fhz0w?ext=png,15106.2279
4757,97,Quantum Trader #97,DPtU996D9NuWHRfcrKHTMsQ76Umi1AQcT3hZmWkdAgVg,https://arweave.net/IIpSHiyGXYheMvdMhVnItTphPQINynDG3GD6I0Oe-nk,15105.3463
4758,3267,Quantum Trader #3267,DQCe2oLWREY6t3qUKgDMas23FQTKmPXoUAMaZQ1RfXE1,https://arweave.net/ZxG6lDLmcNsUDD-SGIxv8SY8aZeMjf29kisEhNwgKKY,15104.4648
4759,7667,SolStein #7667,DvigoZipV7x2cqxsFvaXRBFsLY6zhLy6FZN2TNaGKb76,https://www.arweave.net/hc-abjSKBHC-ZY4I2XUadnghIm7LPgpLbbEyfXF4tfk?ext=png,15103.5833
